risk,epsilon,temperature_wass,temperature_anomaly,temperature_hit_rate,temperature_hit_sem,humidity_wass,humidity_anomaly,humidity_hit_rate,humidity_hit_sem,memory_usage
0.5274723043445937,3.3625359535217285,1.2057181917449977,0.07388888888888889,0.7557777777777779,0.0010628403594282576,1.2331500992759141,0.12833333333333333,0.7814444444444445,0.0014550889837454228,107143168
0.5523079095743253,3.300997734069824,1.0704340697896393,0.0661111111111111,0.7266666666666668,0.0014487116456005937,1.4263939162713664,0.11055555555555556,0.8285555555555556,0.0006478835438717138,107143168
0.5667236993705398,3.2645020484924316,0.9703287698110348,0.07111111111111111,0.7314444444444445,0.0016996731711975954,1.1264994017548156,0.10333333333333333,0.7575555555555555,0.0018138697463682804,107143168
0.5768852611320463,3.238454818725586,1.142529000666301,0.06444444444444444,0.7762222222222223,0.0016424161665660486,1.1141000946995059,0.11777777777777777,0.7652222222222222,0.0008888888888889043,107143168
0.5847230840456019,3.2181880474090576,1.092402477187552,0.065,0.7617777777777778,0.001623515466244722,1.1246727210373362,0.12555555555555556,0.7563333333333333,0.0011194134266449868,107143168
0.5513424955544195,3.303422451019287,1.1835829706801844,0.06,0.7794444444444444,0.0013379549531991502,1.3048847662522731,0.1238888888888889,0.7946666666666666,0.0012247448713915792,107683840
0.5513424955544195,3.303422451019287,1.0272743190082188,0.06944444444444445,0.7511111111111111,0.0025092421756969466,1.1118374941491895,0.1272222222222222,0.7537777777777779,0.00044444444444445,107683840
0.5274723043445937,3.3625359535217285,1.0599554558005613,0.07277777777777777,0.7475555555555555,0.0006478835438716928,1.2935180472398253,0.12277777777777778,0.7961111111111112,0.00017568209223156898,108224512
0.5633191994356327,3.273169994354248,1.0999387608945201,0.05611111111111111,0.7767777777777779,0.0007328281087929309,1.1395901496905834,0.12,0.7772222222222223,0.0013721210039142752,108224512
0.5274723043445937,3.3625359535217285,1.2005670458797246,0.06,0.7871111111111111,0.0013193713430042088,1.1901735135242988,0.10888888888888888,0.7981111111111111,0.0007157832625958437,108224512
0.5731326629419197,3.2481045722961426,1.3875167952986938,0.07055555555555555,0.8158888888888889,0.00048432210483785826,1.080286846909495,0.11055555555555556,0.7365555555555556,0.0010304020550550865,108224512
0.5731326629419197,3.2481045722961426,1.1472613825407731,0.05722222222222222,0.7872222222222223,0.0013721210039142752,1.1442106280559678,0.10833333333333334,0.7465555555555556,0.0004082482904638724,108765184
0.5700837382124343,3.255918264389038,1.0015904748800335,0.06,0.7511111111111111,0.0007027283689262935,1.1205576414629375,0.10833333333333334,0.7706666666666667,0.002404984535768162,108765184
0.5798585634709008,3.2307844161987305,1.0306484086312482,0.059444444444444446,0.7727777777777777,0.0013028932666176146,0.96471180396012,0.12277777777777778,0.6912222222222223,0.0004779069592801574,108765184
0.5463902964984557,3.3158187866210938,1.0398340428434885,0.07388888888888889,0.7378888888888889,0.0009525793444156828,1.106876777152635,0.12222222222222222,0.7613333333333333,0.0010030816714037662,109035520
0.5651752563394705,3.2684483528137207,1.0990074224190955,0.06111111111111111,0.7957777777777778,0.00165365289623747,1.17979692654694,0.11166666666666666,0.7658888888888888,0.0007973722274670651,109035520
0.7314894926400479,2.8182530403137207,0.8697757817503652,0.049444444444444444,0.7028888888888889,0.0012347839317162607,0.8469332597026504,0.08555555555555555,0.6953333333333334,0.0008164965809277328,115134464
0.5700837382124343,3.255918264389038,1.119911566530632,0.06111111111111111,0.7688888888888888,0.0013494397557212406,1.0020184103187584,0.10944444444444444,0.6906666666666667,0.0011837375418145986,115134464
0.5513424955544195,3.303422451019287,0.9848347493753206,0.07666666666666666,0.722111111111111,0.001515353521887316,1.061560434698707,0.11333333333333333,0.7372222222222222,0.0008050764858994165,115134464
0.5700837382124343,3.255918264389038,1.0311729654853699,0.07111111111111111,0.7534444444444445,0.0007114582486036431,1.157645646848585,0.11333333333333333,0.7547777777777778,0.00109149348357713,115404800
0.5445186768289929,3.320486307144165,1.1622697720791832,0.06777777777777778,0.7858888888888889,0.0017356110390903613,1.2279331411789993,0.125,0.7897777777777779,0.0006478835438716937,115675136
0.5633191994356327,3.273169994354248,1.0112144302109691,0.07444444444444444,0.757,0.001119413426644985,1.1912025938248463,0.11833333333333333,0.7694444444444445,0.00017568209223158652,115675136
0.7106509281065111,2.875955820083618,0.8958107887607809,0.051666666666666666,0.7312222222222222,0.002455781789477805,0.8700368466885855,0.09888888888888889,0.6983333333333334,0.000912870929175291,115675136
0.7314894926400479,2.8182530403137207,0.9882759800839529,0.055,0.7390000000000001,0.0024177839052209895,0.9038752380600604,0.1,0.7024444444444444,0.0010482201257840634,115675136
0.5749784796127404,3.2433626651763916,0.9570214132705724,0.06277777777777778,0.727111111111111,0.0026724474379568298,1.1137326177438807,0.10666666666666667,0.76,0.0009460770203292521,115945472
0.5700837382124343,3.255918264389038,1.0890178687682428,0.06333333333333334,0.7627777777777778,0.002310737149231714,0.927708963600436,0.13055555555555556,0.6878888888888889,0.0013076224773266448,115945472
0.53955406020358,3.3328185081481934,1.0815461836638744,0.06055555555555556,0.7442222222222222,0.001735611039090374,1.240871807355064,0.11555555555555555,0.7758888888888889,0.0009718253158075515,115945472
0.5513424955544195,3.303422451019287,1.057421313852951,0.06166666666666667,0.7658888888888888,0.001321708583707808,1.197747020867441,0.12166666666666667,0.752,0.0015475986974649045,116215808
0.5364592748622039,3.340470790863037,1.069919288373424,0.06833333333333333,0.7642222222222222,0.0008351831321318332,1.2249936518622937,0.12,0.7836666666666667,0.0008713548411865753,116756480
0.5633191994356327,3.273169994354248,1.1018408177330308,0.06722222222222222,0.7854444444444445,0.0009026709338484348,1.0979869842425483,0.12055555555555555,0.7401111111111109,0.00047790695928015737,116756480
0.5274723043445937,3.3625359535217285,0.9921090778186232,0.07388888888888889,0.7301111111111112,0.0008854098583616229,1.155064902189265,0.11777777777777777,0.7594444444444445,0.0013379549531991365,116756480
0.5798585634709008,3.2307844161987305,1.136675911513071,0.07166666666666667,0.7691111111111112,0.0014010578014353934,1.1719801476563325,0.1288888888888889,0.7529999999999999,0.0011732617823301495,117026816
0.5749784796127404,3.2433626651763916,0.9905355177896112,0.06555555555555556,0.7387777777777778,0.0015153535218873073,1.099289470420726,0.12833333333333333,0.7275555555555556,0.0005719794522770565,118366208
0.7314894926400479,2.8182530403137207,1.0049912353564259,0.05611111111111111,0.7414444444444445,0.0009718253158075478,1.1254010755567299,0.10777777777777778,0.7814444444444445,0.0017620835030170666,118366208
0.5700837382124343,3.255918264389038,1.0807977708131142,0.07333333333333333,0.7457777777777779,0.0014229164972072922,1.0720968170104017,0.12555555555555556,0.727111111111111,0.0009999999999999972,118464512
0.5445186768289929,3.320486307144165,1.2178671186077807,0.06944444444444445,0.7886666666666666,0.00145508898374541,1.1370166930332053,0.12055555555555555,0.7658888888888888,0.0005719794522770565,118464512
0.7353995120347642,2.8074722290039062,0.8719347426689102,0.06388888888888888,0.6952222222222222,0.0007370277311900979,0.8419524036017139,0.09944444444444445,0.7033333333333333,0.00035136418446316426,118358016
0.5700837382124343,3.255918264389038,1.1526669768794353,0.07111111111111111,0.7703333333333333,0.0009558139185602825,1.1914945927515177,0.11333333333333333,0.7865555555555556,0.0010599324460188247,118321152
0.5682326269495308,3.260650873184204,1.0778431606478263,0.05722222222222222,0.7545555555555555,0.0011027462911821699,1.1644044176303465,0.11277777777777778,0.7559999999999999,0.001157370369777752,119037952
0.7353995120347642,2.8074722290039062,0.886020874903311,0.04777777777777778,0.7325555555555556,0.002247083157350726,0.9362113565669566,0.09722222222222222,0.709,0.0011573703697777564,119037952
0.5633191994356327,3.273169994354248,1.1988931021512572,0.06666666666666667,0.7755555555555556,0.0016101529717988253,1.096416835422508,0.12,0.737111111111111,0.001045271540123705,117989376
0.5633191994356327,3.273169994354248,1.005489915651187,0.07277777777777777,0.7442222222222222,0.0009060836905722272,1.2462812469678473,0.10277777777777777,0.7894444444444444,0.0007856742013183755,117989376
